Premises Name|Address|postcode|Local Authority|Type|Products Sold|Company Name|Status
M & A Newsagents|Galmeilen,  EH52 6AE|EH52 6AE|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco Only|M & A Newsagents|Active
M & C Greengrocers Convenience Store|1125 Maryhll Road, Maryhill G20 0BU|G20 0BU|Glasgow City|Convenience Store|Tobacco Only|M & C Greengrocers|Active
M & E DONNELLY SOUTH DEAN FAMILY STORE|27 A SOUTH DEAN ROAD, KILMARNOCK KA3 7RB|KA3 7RB|East Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|M & E DONNELLY SOUTH DEAN FAMILY STORE|Active
M & G Church T/A Lochans Store & PO|Lochans Store & PO, Thorn Street, Lochans DG9 9AU|DG9 9AU|Dumfries and Galloway|Convenience Store|Tobacco Only|M & G Church T/A Lochans Store & PO|Active
M & K Scotland Ltd (Lothian S/Store)|130 West Main Street, Armadale EH48 3HX|EH48 3HX|West Lothian|Convenience Store|Tobacco Only|M & K Scotland Ltd (Lothian S/Store)|Inactive
M & M Campbell's|35 High Barholm,  PA10 2EG|PA10 2EG|Renfrewshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|M & M Campbell's|Active
M & M Convenience Store Ltd|3 Meadowhead Terrace, Addiewell EH55 8PD|EH55 8PD|West Lothian|Convenience Store|Tobacco Only|M & M Convenience Store Ltd|Inactive
M & M Foodstore|65 Laighstonehall Road,  ML3 8PD|ML3 8PD|South Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|M & M Foodstore|Active
M & N Home |2 East Main Street ,  EH52 5AE|EH52 5AE|West Lothian|Other Retail|Nicotine Vapour Products Only|Broxburn hardware ltd|Active
m & n licenced grocers|10 blinkbonny road,  FK1 5DA|FK1 5DA|Falkirk|Off-Licence|Tobacco And Nicotine Vapour Products|Kaswa Trader Ltd (m & n licenced grocers)|Active
M & R NEWSAGENT|219 ALBERT STREET,  DD4 6QA|DD4 6QA|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco Only|M & R NEWSAGENT|Inactive
M & R Newsagent|M & R Newsagents, 219 Albert Street DD4 6QA|DD4 6QA|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|M & R NEWSAGENT|Active
M & R STORES|80 GREAT NORTHERN ROAD,  AB24 3QB|AB24 3QB|Aberdeen City|Confectionary / Tobacconist / Newsagents|Tobacco Only|M & R STORES|Inactive
M & S Hussan|day today, 209 Old Edinburgh Road, Uddingston G71 6BJ|G71 6BJ|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|M & S hussan|Inactive
M & S Richardson|19/21, West High Street DD8 1BE|DD8 1BE|Angus|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|M & S Richardson|Active
M & S Urquhart|11 Main Street,  IV30 6BH|IV30 6BH|Moray|Convenience Store|Tobacco Only|M & S Urquhart|Inactive
M A GENERAL STORES|165/167  Maryhill Road,  G20 7XL|G20 7XL|Glasgow City|Convenience Store|Tobacco And Nicotine Vapour Products|M A GENERAL STORES|Active
M A STORE|34 EAST CLAREMONT STREET,  EH7 4JR|EH7 4JR|Edinburgh City|Convenience Store|Tobacco Only|M A STORE|Inactive
m a stores|21 range street,  ML1 2HT|ML1 2HT|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|m a stores|Active
M Afzal and Sons|119 Piersfield Terrace,  EH8 7BS|EH8 7BS|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|M Afzal and Sons|Active
M and H Brown Newsagent|2173, Paisley Road West G52 3PF|G52 3PF|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|M and H Brown Newsagent|Active
m and j convenience store (premier)|Premier Convenience Stores, Ingleston Street PA15 4UQ|PA15 4UQ|Inverclyde|Convenience Store|Tobacco And Nicotine Vapour Products|m j convenience store|Inactive
M Aslam Convenience Store|24-26 Goschen Place,  EH52 5JT|EH52 5JT|West Lothian|Off-Licence|Tobacco Only|M Aslam Convenience Store|Inactive
M B stores |105 High Street,  EH21 7DA|EH21 7DA|East Lothian|Convenience Store|Nicotine Vapour Products Only|M b stores Scot ltd|Active
M Farren Ltd|The Pharmacy, 81 Ayr Road, Douglas ML11 0PX|ML11 0PX|South Lanarkshire|Other Retail|Nicotine Vapour Products Only|M Farren Ltd|Active
M Farren Ltd|M Farren Ltd, 45-47 Main Street, Muirkirk KA18 3QR|KA18 3QR|East Ayrshire|Other Retail|Nicotine Vapour Products Only|M Farren Ltd|Inactive
M Farren Ltd|M Farren Pharmacy, 23-24 Bank Street TD1 1EW|TD1 1EW|Scottish Borders|Other Retail|Nicotine Vapour Products Only|M Farren Ltd|Active
M Hanif & Son Super Save|278 Saracen Street, Possilpark G22 5LF|G22 5LF|Glasgow City|Convenience Store|Tobacco Only|M Hanif & Son Super Save Store|Active
M Hussain Grocers|311 Allison Street,  G42 8HH|G42 8HH|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|M Hussain Grocers|Active
m mart scotland ltd|13-14 portland street,  KA1 1JN|KA1 1JN|East Ayrshire|Convenience Store|Tobacco Only|m mart scotland ltd|Inactive
m s convenience store|176 woodhall avenue,  ML5 5DD|ML5 5DD|North Lanarkshire|Convenience Store|Tobacco Only|m s convenience store|Inactive
M s convenience store |176 woodhall avenue,  ML5 5DD|ML5 5DD|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|Ms convenience store|Active
M S CONVENIENCE STORE|M S Convenience Store, 61-63 Whatriggs Road KA1 3RB|KA1 3RB|East Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|M S CONVENIENCE STORE|Active
M S GROCERS LTD . T/A NISA LOCAL|29-31 Moir Crescent, Northfield AB16 7DB|AB16 7DB|Aberdeen City|Convenience Store|Tobacco And Nicotine Vapour Products|M S GROCERS LTD. T/A NISA LOCAL|Active
M S NEWS|M & S News, 7-9 Lovat Place, Rutherglen G73 5HS|G73 5HS|Glasgow City, South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Msa news ltd|Inactive
M S NEWS|M & S News, 7-9 Lovat Place, Rutherglen G73 5HS|G73 5HS|Glasgow City, South Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Msa news ltd|Active
M Store|852 Garscube Road,  G20 7ET|G20 7ET|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|M Store|Active
M Z LICENSED GROCER|65 Shottskirk Road,  ML7 4AB|ML7 4AB|North Lanarkshire|Entertainment Venue|Tobacco Only|Closer To Ltd|Inactive
M&A Brothers|557 Main Street, Mossend ML4 1DG|ML4 1DG|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|M&A Brothers|Active
M&A MACFARLANE|14-16 WEST MAIN STREET, UPHALL EH52 5DW|EH52 5DW|West Lothian|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|M&A MACFARLANE & UPHALL POST OFFICE|Inactive
M&A Newsagent|97 Brunswick Street,  EH7 5HR|EH7 5HR|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|M&A Newsagent|Inactive
M&A store|13 Berwick street, Shawhead ML5 4NH|ML5 4NH|North Lanarkshire|Convenience Store|Tobacco Only|M&A store|Active
M&A's Newsagent|29-30 Ashley Terrace,  EH11 1RE|EH11 1RE|Edinburgh City|Convenience Store|Tobacco Only|M&A's Newsagent|Inactive
M&B Stores|M&B Stores,, Deshar Road, PH24 3BN|PH24 3BN|Highland|Convenience Store|Tobacco Only|M&B Stores|Inactive
M&Bs|27 Queen Street, Peterhead AB42 1TP|AB42 1TP|Aberdeenshire|Other Retail|Tobacco Only|M&Bs|Inactive
M&B's Pound Plus|Unit 8, 17 Victoria St, Rothesay PA20 0AJ|PA20 0AJ|Argyll and Bute|Other Retail|Nicotine Vapour Products Only|Maxwell & Maxwell (Retail) Ltd|Active
M&D Caledonian Newsagents|67/A Dalry Road,  EH11 2AA|EH11 2AA|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|M&D Caledonian Newsagents|Active
M&G RENTON|Crosshill, Chirnside TD11 3UF|TD11 3UF|Scottish Borders|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|firm of M&G Renton trading as A Mitchell&co|Active
M&K Scotland Ltd|130 West Main Street,  EH48 3HX|EH48 3HX|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|M&K Scotland Ltd. |Active
M&M Foodstore Limited|657 Old Edinburgh Road, Viewpark G71 6HF|G71 6HF|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|M&M Foodstore Limited|Active
M&N Licensed Grocers|10 Blinkbonny Road,  FK1 5DA|FK1 5DA|Falkirk|Convenience Store|Tobacco And Nicotine Vapour Products|kaswa trader ltd (Camelon store)|Active
M&R Newsagents & Grocers|219 Albert Street,  DD4 6QA|DD4 6QA|Dundee City|Convenience Store|Tobacco Only|M&R Newsagents & Grocers|Inactive
M&S Convenience Store Ltd|60-64 Hunterfield Road , Gorebridge  EH23 4TT|EH23 4TT|Midlothian|Convenience Store|Tobacco And Nicotine Vapour Products|M&S Convenience Store Ltd|Active
M&s morrice limited|72 union street, Rosehearty AB43 7JQ|AB43 7JQ|Aberdeenshire|Convenience Store|Tobacco Only|M&s morrice|Active
M&S Newsagent|79 Main Street, Neilston G78 3NH|G78 3NH|East Renfrewshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|M&S Newsagent|Active
M&S Newsagents|7 Kings Road,  FK3 9BB|FK3 9BB|Falkirk|Confectionary / Tobacconist / Newsagents|Tobacco Only|Lakshya Enterprise Limited|Inactive
M. Banda DIY|Avon Drive,  EH49 7QN|EH49 7QN|West Lothian|Convenience Store|Tobacco Only|M. Banda Diy|Inactive
M. Farren Pharmacy|M Farren Ltd, 133 Main Street, Lennoxtown G66 7DB|G66 7DB|East Dunbartonshire|Other Retail|Nicotine Vapour Products Only|M Farren Ltd|Active
M. Hanif & Partners|189 Dyfrig Street, Shotts ML7 4BY|ML7 4BY|North Lanarkshire|Convenience Store|Tobacco Only|M. Hanif & Partners|Active
M. Hanif & Partners|88 Woodside Street, Coatbridge ML5 5NR|ML5 5NR|North Lanarkshire|Convenience Store|Tobacco Only|M. Hanif & Partners|Active
M. Nazir and Sons|3 Beechwood Dr, Bonhill G83 9LR|G83 9LR|West Dunbartonshire|Convenience Store|Tobacco Only|M. Nazir and Sons|Active
M.A newsagent|2 Backbrae Street,  G65 0NH|G65 0NH|North Lanarkshire|Other Retail|Tobacco And Nicotine Vapour Products|M.A newsagent|Active
M.A NEWSAGENTS|267 Bisland drive,  G20 9RE|G20 9RE|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|MAASCO Limited|Active
M.A.JAVAID NEWSAGENT|94 DUMBARTON ROAD,  G11 6NX|G11 6NX|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|M.A.JAVAID NEWSAGENT|Inactive
M.ALI STORES|117 GLENACRE ROAD CUMBERNAULD, NORTH CARBRAIN G67 2NT|G67 2NT|North Lanarkshire|Convenience Store|Tobacco Only|M.ALI STORES|Active
M.ALI STORES|184 STONYLEE ROAD, NORTH CARBRAIN G67 2NT|G67 2NT|North Lanarkshire|Convenience Store|Tobacco Only|M.ALI STORES|Active
M.F Clark|25 Main Street, Mid Calder EH53 0AW|EH53 0AW|West Lothian|Convenience Store|Tobacco Only|The Firm of M.F. Clark|Inactive
M.M Bros|581 Govan Road, Govan G51 2DH|G51 2DH|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|M M Bros|Active
M.R.Mall|27 Main Street, Baillieston G69 6SG|G69 6SG|Glasgow City|Convenience Store|Tobacco Only|M.R.Mall|Active
M.S newsagent |Sadfar Newsagents, 210 Westmuir Street G31 5BS|G31 5BS|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|M.S newsagents |Active
M.S newsagent |Sadfar Newsagents, 210 Westmuir Street G31 5BS|G31 5BS|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|M.S newsagents |Active
M.S Stores|M S Superstore, 159 Cumbernauld Road, Chryston G69 9AF|G69 9AF|North Lanarkshire|Convenience Store|Tobacco And Nicotine Vapour Products|M.S Stores|Active
M.S. News|7-9 Lovat Place,  G73 5HS|G73 5HS|South Lanarkshire|Convenience Store|Tobacco Only|M.S. News|Inactive
MA GENERAL STORE|86 WESTERMAVIS BANK AVENUE,  ML6 0HE|ML6 0HE|North Lanarkshire|Convenience Store|Tobacco Only|MA GENERAL STORE|Inactive
ma mcguires saloon bar|49 millerhill, by dalkeith EH22 1RZ|EH22 1RZ|Midlothian|Public House|Tobacco Only|ma mcguires saloon bar|Active
Mac grocers limited|125 Main Street ,  EH47 9BL|EH47 9BL|West Lothian|Convenience Store|Tobacco And Nicotine Vapour Products|Mac grocers limited|Active
Macari's|65 Main Street,  KY5 9AF|KY5 9AF|Fife|Confectionary / Tobacconist / Newsagents|Tobacco Only|Firm of C Macari|Inactive
Macaulay & Torrie|102 Frederick Crescent, Port Ellen PA42 7BQ|PA42 7BQ|Argyll and Bute|Convenience Store|Tobacco Only|Macaulay & Torrie|Active
MacAulay Road - Stornoway|8 Macaulay Road, Stornoway HS1 2HU|HS1 2HU|Comhairle nan Eilean Siar|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|The Co-operative Group Food Ltd|Active
Macaulays|85 Main Street, LARGS KA30 8AJ|KA30 8AJ|North Ayrshire|Public House|Tobacco Only|BELHAVEN LEASED PUBS|Active
MacClures Bar|2 Ferry Brae,  PA23 7DJ|PA23 7DJ|Argyll and Bute|Public House|Tobacco Only|MacClures Bar|Active
MacDonald Hotel & Cabins|Fort William Road,  PH50 4QL|PH50 4QL|Highland|Hotel|Tobacco Only|Purple Grouse Limited T/A The MacDonald Hotel & Cabins|Active
MacDonalds Filling Station|Salen, Aros PA72 6JG|PA72 6JG|Argyll and Bute|Other Retail|Tobacco Only|Allan Cameron T/A MacDonalds Filling Station|Active
MacDonald's Newsagents|44 Grant Street,  IV3 8BS|IV3 8BS|Highland|Confectionary / Tobacconist / Newsagents|Tobacco Only|MacDonald's Newsagents|Inactive
Macdonalds store|Post office,  HS4 3XU|HS4 3XU|Comhairle nan Eilean Siar|Convenience Store|Tobacco Only|McDonald s  store|Active
macdonners|66 kyleakin road,  G46 8DF|G46 8DF|Glasgow City|Other Catering|Tobacco Only|macdonners|Active
Macdougalls Newsagents|I & M Macdougall Newsagent, 100 High Street DD7 6AE|DD7 6AE|Angus|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Summerton Newsagents|Active
MACE|8 HILLVIEW PLACE, NORTH MAIN STREET G83 0QD|G83 0QD|West Dunbartonshire|Convenience Store|Tobacco And Nicotine Vapour Products|PACE CONVENIENCE STORE T/A MACE|Active
MACE|16 CONSTARRY ROAD, CROY G65 9HT|G65 9HT|North Lanarkshire|Convenience Store|Tobacco Only|FIRM OF SPAR CROY|Inactive
mace|1861 paisley road west, cardonald G52 3SX|G52 3SX|Glasgow City|Convenience Store|Tobacco Only|mace|Active
Mace|43 South Bridge,  EH1 1LL|EH1 1LL|Edinburgh City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Mace|Active
Mace|61 Constitution Road,  DD1 1LA|DD1 1LA|Dundee City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Chambers Stores Limited|Active
Mace|165-167 High Street, Lochee DD2 3DB|DD2 3DB|Dundee City|Convenience Store|Tobacco Only|Chambers Stores Limited|Inactive
Mace (Blackhall)|7 Marischal Place, Queensferry Road EH4 3NE|EH4 3NE|Edinburgh City|Convenience Store|Tobacco And Nicotine Vapour Products|Blackhall Late Store|Active
Mace Airdrie|19/21 Stirling Street,  ML6 0AH|ML6 0AH|North Lanarkshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|Andrew Wallace (Properties) Limited|Inactive
Mace Store|Unit 5, Berryden Road AB42 2FF|AB42 2FF|Aberdeenshire|Convenience Store|Tobacco Only|Roshem Ltd|Inactive
mace supermarket|139 west road,  AB43 9NE|AB43 9NE|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|w j allan|Inactive
Mace Supermarket|139 West Road,  AB43 9NE|AB43 9NE|Aberdeenshire|Convenience Store|Tobacco And Nicotine Vapour Products|L&D Allan|Active
Mace(Blackhall)|7 Marischal Place, Queensferry Road EH4 3NE|EH4 3NE|Edinburgh City|Convenience Store|Tobacco Only|BLackhall Latestore|Inactive
MACFARLANES NEWSAGENT|15 GLASGOW STREET, MILLPORT KA28 0DJ|KA28 0DJ|North Ayrshire|Confectionary / Tobacconist / Newsagents|Tobacco Only|GRAEME & JENNIFER HAMILTON TRADING AS MACFARLANES NEWSAGENT|Active
Macgochans Bar|Ledaig, Tobermory PA75 6NR|PA75 6NR|Argyll and Bute|Public House|Tobacco Only|Argyll Vending|Inactive
MacGregor's Market, |Post Office, Morenish Place, Main Street FK21 8UR|FK21 8UR|Stirling|Other Retail|Tobacco And Nicotine Vapour Products|MacGregor's Community Hub Ltd|Active
Mach Enterprises|Post road, Post Road EH33 1NF|EH33 1NF|East Lothian|Forecourt Garage|Tobacco And Nicotine Vapour Products|Mach Enterprises|Active
Machan Vaults|8 Muir Street, LARKHALL ML9 2BG|ML9 2BG|South Lanarkshire|Public House|Tobacco Only|BELHAVEN LEASED PUBS|Inactive
Machrie Hotel and Golf Links|Port Ellen,  PA42 7AN|PA42 7AN|Argyll and Bute|Hotel|Tobacco Only|MachrieGolf  LLP|Active
Machrihanish Golf Club|Machrihanish,  PA28 6PT|PA28 6PT|Argyll and Bute|Private Club|Tobacco Only|Machrihanish Golf Club|Inactive
Mackays|10 Front Street, Embo IV25 3PY|IV25 3PY|Highland|Convenience Store|Tobacco Only|Mackay's Embo|Inactive
Mackays|58 high street ,  IV17 0SG|IV17 0SG|Highland|Other Retail|Nicotine Vapour Products Only|Mackays|Active
Mackay's Foodstore/Mack Snacks|1143/1145 Govan Road,  G51 4RX|G51 4RX|Glasgow City|Convenience Store|Tobacco Only|Mackay's Foodstore/Mack Snacks|Active
Mackenzie & Maclennan, Gairloch Filling Station|Mackenzie & Maclennan, The Garage IV21 2BH|IV21 2BH|Highland|Forecourt Garage|Tobacco And Nicotine Vapour Products|Mackenzie & MacLennan, Gairloch Filling Station|Active
Mackenzie Stores|6 Stenscholl,  IV51 9JS|IV51 9JS|Highland|Convenience Store|Tobacco Only|Mackenzie Stores|Active
MacKenzies|125 Grampian Road, AVIEMORE PH22 1RL|PH22 1RL|Highland|Public House|Tobacco Only|BELHAVEN LEASED PUBS|Inactive
MacKenzies|125 Grampian Road,  PH22 1RL|PH22 1RL|Highland|Public House|Tobacco Only|Greene King Retailing Limited|Active
Mackinnon Mills|Kirkshaws Road,  ML5 4SL|ML5 4SL|North Lanarkshire|Other Retail|Nicotine Vapour Products Only|The Edinburgh Woolen Mill Limited|Active
MacKinnon's Bakery|Plasterfield Stores,  HS1 2UR|HS1 2UR|Comhairle nan Eilean Siar|Confectionary / Tobacconist / Newsagents|Tobacco Only|MacKinnon's Bakery|Active
MacLean's Ices|20 Loch View,  KA18 4DL|KA18 4DL|East Ayrshire|Mobile Trade|Tobacco Only|MacLean's Ices|Active
MacLennan's Supermarket Ltd|2 Balivanich,  HS7 5LA|HS7 5LA|Comhairle nan Eilean Siar|Other Retail|Tobacco Only|MacLennans Supermarket Ltd|Active
MACMILLAN WINE|69 MAIN STREET,  FK17 8DX|FK17 8DX|Stirling|Off-Licence|Tobacco Only|MACMILLAN WINE|Active
Macraes Garage|Dunvegan Road,  IV51 9HD|IV51 9HD|Highland|Forecourt Garage|Nicotine Vapour Products Only|EWEN MACRAE(WEST END GARAGE)LIMITED|Active
macs|67 lamond drive,  KY16 8DD|KY16 8DD|Fife|Convenience Store|Tobacco Only|macs|Inactive
macs cafe|11 main street, cowie FK7 7BL|FK7 7BL|Stirling|Other Catering|Tobacco Only|macs cafe|Inactive
MACS CAFE|45 HARLAND STREET, SCOTSTOUN G14 0AT|G14 0AT|Glasgow City|Other Catering|Tobacco Only|MACS CAFE|Active
Mac's Mobile Shop|35 Monymusk Gardens, Bishopbriggs G64 1PS|G64 1PS|Glasgow City|Mobile Trade|Tobacco Only|Mac's Mobile Shop|Active
Mac's Stores|11 South Crescent, Garlieston DG8 8BQ|DG8 8BQ|Dumfries and Galloway|Confectionary / Tobacconist / Newsagents|Tobacco Only|Mac's Stores|Active
MacSorley|46 Wallace Place, Cambusbarron FK7 9PB|FK7 9PB|Stirling|Mobile Trade|Tobacco Only|MacSorley|Inactive
macveans|canalside,  PH32 4BA|PH32 4BA|Highland|Convenience Store|Tobacco Only|caledonian stores ltd|Inactive
Mad hatterz |Unit 12 market Village, Forge shopping centre, Parkhead G31 4EB|G31 4EB|Glasgow City|Other Retail|Tobacco And Nicotine Vapour Products|Mad hatterz vape |Active
Maddiston Mini Market|9 Main road, Maddiston FK2 0LU|FK2 0LU|Falkirk|Convenience Store|Tobacco And Nicotine Vapour Products|Maddiston Traders Ltd|Active
maddiston post office|main road, maddiston FK2 0LU|FK2 0LU|Falkirk|Convenience Store|Tobacco Only|maddiston post offce|Inactive
Madina newsagent|851 Cumbernauld Road,  G33 2AA|G33 2AA|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco And Nicotine Vapour Products|Madina newsagent|Active
Madisons|80 George Street,  G1 1RF|G1 1RF|Glasgow City|Confectionary / Tobacconist / Newsagents|Tobacco Only|Madisons Central Ltd|Active
Madisons|Olivebank Industrial Estate,  EH21 6RE|EH21 6RE|East Lothian|Restaurant|Tobacco Only|Madisons Food & Drink Ltd.|Active
Madisons Convenience Store|2 Kennedy Drive, Dunure KA7 4LS|KA7 4LS|South Ayrshire|Convenience Store|Tobacco And Nicotine Vapour Products|Madisons Convenience Store|Inactive
Madness Theatre of Fun|30 Bothwell Street,  G2 6NU|G2 6NU|Glasgow City|Entertainment Venue|Tobacco Only|Independent Leisure Concepts Ltd|Active
madonnas|55/57 queen street,  DG1 2JW|DG1 2JW|Dumfries and Galloway|Public House|Tobacco Only|Nithsdale Vending Ltd|Active
Madras (Scotland) Ltd|20-22 Old Sneddon Street,  PA3 2AL|PA3 2AL|Renfrewshire|Other Catering|Tobacco Only|Madras (Scotland) Ltd|Active
magdalene fry|1 B magdalene drive,  EH15 3DA|EH15 3DA|Edinburgh City|Restaurant|Tobacco Only|magdalene fry|Active
Maggie Mays|60 Trongate,  G1 5EP|G1 5EP|Glasgow City|Public House|Tobacco Only|One Leisure Scotland Ltd|Active
magic grill|1341 dumbarton road, scotsun G14 9UZ|G14 9UZ|Glasgow City|Hotel|Tobacco Only|magical grill ltd|Active
Magnet food|11 Marischal Street,  AB42 1BS|AB42 1BS|Aberdeenshire|Supermarket and Other Retail Outlets|Tobacco And Nicotine Vapour Products|Magnet food ltd|Active
maguire ices|southbourn road,  ML6 9AD|ML6 9AD|North Lanarkshire|Mobile Trade|Tobacco Only|maguire ices|Active
Mahesh Advani|46 High Street,  KY12 7AS|KY12 7AS|Fife|Convenience Store|Tobacco Only|Mahesh Advani|Inactive
